№ вагона;Собственник вагона;аренда;куда в ремонт;рамы;КП;Ст. отправления;Дорога отпр;Грузоотправитель (факт);Ст. назначения;Дорога назн;Грузополучатель (факт);Ст. операции;Дорога операции;Груз;Вес;№ накладной;Дата отправки вагона;Дата операции;Дата прибытия;Дата прибытия ПЛАН;срок доставки ЭТРАН
95122503;116м3;#N/A;#N/A;БР Китай;норм;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";КИНЕЛЬ;КБШ;ООО Союз-Агро Самара;КИНЕЛЬ;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ094832;10.05.2019;15.05.2019;15.05.2019;17.05.2019;17.05.2019
95139275;116м3;#N/A;#N/A;#N/A;норм;ЗОЛОТУХИНО;МСК;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;70;27207217;14.05.2019;20.05.2019;20.05.2019;23.05.2019;22.05.2019
95122958;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;БУА;ГОР;"ООО ""Буинский сахар""";КОНЫШЕВКА;МСК;"ООО ""Агропромкомплектация-Курск""";КОНЫШЕВКА;МСК;ЖМЫХИ;70;ЭЙ356260;13.05.2019;19.05.2019;18.05.2019;22.05.2019;30.05.2019
95171658;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;РАНЕНБУРГ;ЮВС;"ООО ""Раненбургъ""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";СМОРГОНЬ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;68;27187245;08.05.2019;20.05.2019;14.05.2019;;15.05.2019
95137659;116м3;#N/A;#N/A;#N/A;норм;БУРУНДУКИ;ГОР;"ООО ""БАЛТСЕРВИС""";АРЗАМАС 2;ГОР;;БУА;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ400077;19.05.2019;19.05.2019;;25.05.2019;24.05.2019
95011250;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;НОВОСОКОЛЬНИКИ;ОКТ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;27132025;01.05.2019;13.05.2019;13.05.2019;19.05.2019;07.05.2019
95123188;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСКИЙ ЛЕС;КЛГ;;БАЛТИЙСКИЙ ЛЕС;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ134640;18.04.2019;18.04.2019;18.04.2019;25.04.2019;21.04.2019
95009171;116м3;#N/A;#N/A;БР Китай;норм;ПОСЕВНАЯ;ЗСБ;Грузо-ль - ТГНЛ 3014 - Станция 85250 - Sep  1 2016;СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";СМОРГОНЬ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;65;27182223;07.05.2019;20.05.2019;20.05.2019;21.05.2019;30.05.2019
95151833;116м3;#N/A;#N/A;#N/A;норм;БУРУНДУКИ;ГОР;"ООО ""БАЛТСЕРВИС""";АРЗАМАС 2;ГОР;;БУА;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ400077;19.05.2019;19.05.2019;;25.05.2019;24.05.2019
95170585;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ООО ""Каширский вагоноремонтный завод ""Новотранс""";ВАЙДОТАЙ;ЛИТ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;27239130;20.05.2019;21.05.2019;;28.05.2019;29.05.2019
95042867;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;70;27144764;01.05.2019;14.05.2019;14.05.2019;13.05.2019;20.05.2019
95045035;116м3;#N/A;#N/A;БР Китай;норм;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ХАВА;ЮВС;"ООО ""Аквилон""";ХАВА;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ093851;10.05.2019;14.05.2019;14.05.2019;19.05.2019;16.05.2019
95121448;116м3;#N/A;#N/A;БР Китай;норм;ТУЛИНОВО;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";КАЙШЯДОРИС;ЛИТ;ЗЕРНО БОБОВ;70;27187091;13.05.2019;22.05.2019;21.05.2019;24.05.2019;23.05.2019
95152484;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";НУЯ;ГОР;"ООО ""КомбиС""";КАЙШЯДОРИС;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27239925;21.05.2019;22.05.2019;;31.05.2019;02.06.2019
95137311;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КАВКАЗСКАЯ;СКВ;"ООО ""БАЛТСЕРВИС""";АРМАВИР-ТУАПСИНСКИЙ;СКВ;ООО «Компания Благо»;АРМАВИР-ТУАПСИНСКИЙ;СКВ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ038347;07.05.2019;09.05.2019;09.05.2019;15.05.2019;10.05.2019
95120069;116м3;#N/A;#N/A;#N/A;норм;МАКИНКА;КЗХ;;ДЖАЛТЫР;КЗХ;;МАКИНКА;КЗХ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;0;;;22.05.2019;;;
95044657;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЫСЕЛКИ;СКВ;"АО фирма ""Агрокомплекс"" им.Н.И.Ткачева";ВЫСЕЛКИ;СКВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27161915;08.05.2019;15.05.2019;15.05.2019;19.05.2019;22.05.2019
95150900;116м3;#N/A;#N/A;#N/A;норм;РЫБИНСК-ТОВАРНЫЙ;СЕВ;"ООО ""БАЛТСЕРВИС""";КИРСАНОВ;ЮВС;"Общество с ограниченной ответственностью ""Кристалл""";КИРСАНОВ;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ718860;01.05.2019;06.05.2019;05.05.2019;09.05.2019;07.05.2019
95112389;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ГЕОРГИЕВСК;СКВ;"ООО ""БАЛТСЕРВИС""";ПЕРЕДОВАЯ;СКВ;"ООО ""БАЛТСЕРВИС""";ПЕРЕДОВАЯ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ651155;28.04.2019;04.05.2019;03.05.2019;07.05.2019;07.05.2019
95875845;СТА 116м3;КВСЗ 2 партия;СТЖ;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЗЕРНО БОБОВ;70;;;22.05.2019;;;
95137683;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛЕВ ТОЛСТОЙ;ЮВС;"Открытое акционерное общество ""Липецкмясопром""";КОЧЕТОВКА 1;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;70;27214236;16.05.2019;21.05.2019;;26.05.2019;26.05.2019
95121679;116м3;#N/A;#N/A;БР Китай;норм;СМОРГОНЬ;БЕЛ;;ДРАУГИСТЕ-ПОРТ(ЭКСП.);ЛИТ;;ДРАУГИСТЕ;ЛИТ;ЖМЫХИ;66;;;21.05.2019;;01.06.2019;
95037339;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АБРАМОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;68;27182956;15.05.2019;21.05.2019;21.05.2019;;26.05.2019
95024287;116м3;#N/A;#N/A;#N/A;норм;БАЖЕНОВО;СВР;"ООО ""БАЛТСЕРВИС""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;"АО ""Челябинсквагрест""";ЧЕЛЯБИНСК-ГЛАВНЫЙ;ЮУР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ552973;19.05.2019;22.05.2019;22.05.2019;25.05.2019;23.05.2019
95172367;116м3;#N/A;#N/A;#N/A;норм;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";КОСЯКОВКА;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ310332;14.05.2019;22.05.2019;;;23.05.2019
95170601;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛАТЫШСКАЯ;МСК;ООО «Птицефабрика «Элинар-Бройлер»;НАРА;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;68;27221121;16.05.2019;21.05.2019;;25.05.2019;24.05.2019
95165221;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСК;КЛГ;;БАЛТИЙСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ822384;03.05.2019;03.05.2019;03.05.2019;;06.05.2019
95037933;116м3;#N/A;#N/A;#N/A;норм;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;ЗЕРНО БОБОВ;70;27242946;21.05.2019;21.05.2019;;31.05.2019;01.06.2019
95110177;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВОЛОКОНОВКА;ЮВС;"ЗАО ""Новооскольский комбикормовый завод""";МАКЛЕЦ;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;70;27225400;18.05.2019;22.05.2019;;28.05.2019;28.05.2019
95009361;116м3;#N/A;#N/A;БР Китай;норм;УЛУСАРКА;ЮВС;"ООО ""БАЛТСЕРВИС""";ПАЛЛАСОВКА;ПРВ;"ОАО ""Палласовский элеватор""";ПАЛЛАСОВКА;ПРВ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭГ453548;09.01.2019;15.01.2019;15.01.2019;;15.01.2019
95098646;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛУГОВОЕ-НОВОЕ;КЛГ;"ОАО ""Российские Железные Дороги""";ЛУГОВОЕ-НОВОЕ;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ732564;01.05.2019;01.05.2019;01.05.2019;08.05.2019;04.05.2019
95874673;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;РОСЬ;БЕЛ;;РОМНЫ;ЮЖН;;САРНЫ;ЛЬВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;21.05.2019;;;
95138327;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;Неизвестный пункт;;;ЕНИСЕЙ;КРС;;АВЕРЬЯНОВКА;КРС;ЖМЫХИ;69;;;22.05.2019;;;
95097648;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;70;27173463;07.05.2019;17.05.2019;17.05.2019;20.05.2019;27.05.2019
95875928;СТА 116м3;КВСЗ 2 партия;СТЖ;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МИНСК-СЕВЕРНЫЙ;БЕЛ;ЗЕРНО БОБОВ;70;;;21.05.2019;;;
95138079;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;;ЛУГОВОЕ-НОВОЕ;КЛГ;;ЛУГОВОЕ-НОВОЕ;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;01.05.2019;;04.06.2019;
95097663;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ВОССТАНИЕ;ГОР;"ООО ""БАЛТСЕРВИС""";АРЗАМАС 2;ГОР;;АРЗАМАС 2;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ566365;19.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
95121356;116м3;#N/A;#N/A;БР Китай;норм;ГЕОРГИЕВСК;СКВ;;АПОЛЛОНСКАЯ;СКВ;;АПОЛЛОНСКАЯ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;13.05.2019;;15.05.2019;
95139671;116м3;#N/A;#N/A;#N/A;норм;АРЗАМАС 2;ГОР;"ООО ""БАЛТСЕРВИС""";МОРШАНСК;КБШ;"ООО ""БАЛТСЕРВИС""";МОРШАНСК;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ432024;27.04.2019;03.05.2019;03.05.2019;13.05.2019;06.05.2019
95153037;116м3;#N/A;#N/A;#N/A;норм;ГЕОРГИЕВСК;СКВ;;ПЕРЕДОВАЯ;СКВ;;ПЕРЕДОВАЯ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;18.05.2019;;25.05.2019;
95875282;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ИЧНЯ;ЮЖН;;ИЧНЯ;ЮЖН;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;19.05.2019;;;
95875605;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;БРУЗГИ (ЭКСП.);БЕЛ;;БРУЗГИ (ЭКСП.);БЕЛ;ЖМЫХИ;68;;;18.05.2019;;19.05.2019;
95011540;116м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;БОЛОТНАЯ;ЗСБ;ООО «Болотноехлебопродукт»;СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";МИНСК-СОРТИРОВОЧНЫЙ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;67;27205836;14.05.2019;21.05.2019;;27.05.2019;05.06.2019
95876041;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;СТАРОКОНСТАНТИНОВ 2;ЮЗП;;СТАРОКОНСТАНТИНОВ 2;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;20.05.2019;;24.05.2019;
95009551;116м3;#N/A;#N/A;БР Китай;норм;КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 1;ЗСБ;;КАРБЫШЕВО 1;ЗСБ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ535068;26.04.2019;27.04.2019;26.04.2019;29.04.2019;29.04.2019
95048013;116м3;#N/A;#N/A;#N/A;норм;ТОБОЛ;КЗХ;;АВТОВО (ЭКСП.);ОКТ;;АВТОВО;ОКТ;СЕМЕНА ЛЬНА;70;;;21.05.2019;;21.05.2019;
95046306;116м3;#N/A;СТЖ;#N/A;ТОНКОМЕР;КЕНЗИНО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;69;27208837;14.05.2019;20.05.2019;20.05.2019;24.05.2019;24.05.2019
95164968;116м3;#N/A;#N/A;#N/A;норм;КОЙДАНОВО;БЕЛ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;16.05.2019;;20.05.2019;
95045506;116м3;#N/A;#N/A;#N/A;норм;БУА;ГОР;"ООО ""Буинский сахар""";НЕВЕЛЬ 2;ОКТ;"Общество с ограниченной ответственностью ""Великолукский свиноводческий комплекс""";РЖЕВ-БАЛТИЙСКИЙ;ОКТ;ЖМЫХИ;69;ЭЙ497554;16.05.2019;21.05.2019;;25.05.2019;02.06.2019
95099628;116м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Ожерельевский комбикормовый завод""";КЯНА;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;68;27239485;21.05.2019;22.05.2019;;28.05.2019;30.05.2019
95875639;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ВИРЕВКА;ЮЗП;;ВИРЕВКА;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;21.05.2019;;24.05.2019;
95110326;116м3;#N/A;#N/A;БР Китай;норм;ПОДБЕРЕЗЬЕ;ОКТ;"ООО ""БАЛТСЕРВИС""";КИНЕЛЬ;КБШ;ООО Союз-Агро Самара;КИНЕЛЬ;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ152798;08.05.2019;17.05.2019;17.05.2019;;17.05.2019
95097424;116м3;#N/A;#N/A;#N/A;норм;ПУГАЧЕВСК;ПРВ;"ООО ""БАЛТСЕРВИС""";АТКАРСК;ПРВ;"ОАО""Аткарский МЭЗ""";АТКАРСК;ПРВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ357587;15.05.2019;19.05.2019;19.05.2019;;20.05.2019
95121943;116м3;#N/A;#N/A;БР Китай;норм;АРМАВИР-ТУАПСИНСКИЙ;СКВ;ООО «Компания Благо»;СТРИЖИ;ГОР;"АО Агрофирма""Дороничи""";СТРИЖИ;ГОР;ЖМЫХИ, СОДЕРЖАЩИЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;66;ЭЙ138632;08.05.2019;20.05.2019;18.05.2019;21.05.2019;18.05.2019
95152401;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПРИДОНСКАЯ;ЮВС;"ООО ""ЛИСКо БРОЙЛЕР""";СТАРЫЙ ОСКОЛ;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27225972;18.05.2019;22.05.2019;;27.05.2019;29.05.2019
95172409;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПОЧЕП;МСК;Грузо-ль - ТГНЛ 2208 - Станция 20170 - Sep 23 2016;ПОЧЕП;МСК;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;67;27207570;15.05.2019;19.05.2019;19.05.2019;21.05.2019;22.05.2019
95111159;116м3;#N/A;#N/A;#N/A;норм;УФА;КБШ;"ООО ""БАЛТСЕРВИС""";Зааятская;КЗХ;;СМЕЛОВСКАЯ;ЮУР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;27226598;20.05.2019;22.05.2019;;;24.05.2019
95171534;116м3;#N/A;#N/A;#N/A;норм;ЛУГОВОЕ-НОВОЕ;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ444862;15.05.2019;16.05.2019;16.05.2019;22.05.2019;18.05.2019
95170411;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БАРАБИНСК;ЗСБ;;БАРАБИНСК;ЗСБ;;БАРАБИНСК;ЗСБ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;07.05.2019;;18.05.2019;
95010112;116м3;#N/A;#N/A;#N/A;норм;ХУДЖАНД;ТДЖ;;КЗЫЛ-ТУ;КЗХ;;КЗЫЛ-ТУ;КЗХ;"ЕТСНГ ""отсутствует"". Слежение: Dec 21 2012";0;;;16.05.2019;;19.05.2019;
95875852;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ИЧНЯ;ЮЖН;;ГРЕБЕНКА;ЮЖН;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;22.05.2019;;;
95875217;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;БРУЗГИ (ЭКСП.);БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЖМЫХИ;70;;;22.05.2019;;24.05.2019;
95875209;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ИЧНЯ;ЮЖН;;ДРАУГИСТЕ-ПОРТ(ЭКСП.);ЛИТ;;БАХМАЧ-ПАССАЖИРСКИЙ;ЮЗП;ЗЕРНО КУКУРУЗЫ;70;;;22.05.2019;;;
95038238;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ТОПЧИХА;ЗСБ;"ООО ""ПО ""ТОПЧИХИНСКИЙ МЕЛЬКОМБИНАТ""";УЗЛОВАЯ 1;МСК;"ООО ""Узловское ХПП""";АЛТАЙСКАЯ;ЗСБ;ПШЕНИЦА;69;ЭЙ715365;22.05.2019;22.05.2019;;;07.06.2019
95043311;116м3;#N/A;#N/A;#N/A;норм;МАКИНКА;КЗХ;;КЗЫЛ-ТУ;КЗХ;;КЗЫЛ-ТУ;КЗХ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;0;;;12.05.2019;;;
95875829;СТА 116м3;КВСЗ 2 партия;#N/A;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МИНСК-СЕВЕРНЫЙ;БЕЛ;ЗЕРНО БОБОВ;70;;;21.05.2019;;;
95096111;116м3;#N/A;#N/A;#N/A;норм;ЛЕНЬКИ;ЗСБ;"Общество с ограниченной ответственностью ""Хлебная база №39""";САБУРОВО;ЮВС;"Общество с ограниченной ответственностью ""Сабуровский комбинат хлебопродуктов""";БАЛАШОВ 1;ЮВС;ПШЕНИЦА;70;ЭЙ400139;15.05.2019;22.05.2019;;;26.05.2019
95096657;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСК;КЛГ;;БАЛТИЙСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ822166;03.05.2019;03.05.2019;03.05.2019;;06.05.2019
95138848;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ЗАЛЕГОЩЬ;МСК;"ООО ""Зернотрейд""";ЯНОВ-ПОЛЕССКИЙ;БЕЛ;ОАО «БЕЛСОЛОД»;ГОМЕЛЬ;БЕЛ;ЯЧМЕНЬ;67;27232046;17.05.2019;21.05.2019;;;23.05.2019
95038667;116м3;#N/A;#N/A;#N/A;норм;МЕЛЕУЗ;КБШ;"Общество с ограниченной ответственностью ""РЕЗЕРВ-ЛТД""";ГЛАЗОВ;ГОР;"хххООО ""Глазовский ККЗ""";ОКТЯБРЬСК;КБШ;ПШЕНИЦА;67;ЭЙ589059;18.05.2019;22.05.2019;;;24.05.2019
